"a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
-100700,-280200,204400,-26750,3850,32800,-12500,-20600,-11680,-17880,-58900,1110,-3300,-38500,-1800,-12310,724200,-216800,24250,-430,-15000,-9670,-12830,6880,13780,19700,15960,-6800,-2520,4050
-7496000,-850000,-12330000,-2350000,520000,1e+06,-1167000,-2750000,-2500000,12200000,-1180000,-5190000,-1890000,2070000,-360000,1256000,1e+06,-6720000,6250000,-230000,190000,297000,-1300000,1300000,-8500000,2690000,3210000,5410000,-2240000,840000
-13000,-8000,-19000,155000,-314000,20000,161000,-83000,-188000,15000,12000,30000,-20000,-191000,19000,1000,-24000,-14000,48000,318000,-5000,51000,64000,155000,-13000,-20000,41000,151000,195000,23000
-6e+06,-5e+06,-7e+06,-1e+06,6e+06,-1e+07,-9e+06,-1.1e+07,1.6e+07,-6e+06,-7e+06,-1e+06,5e+06,1.8e+07,6e+06,8e+06,-3e+06,1.3e+07,6e+06,-3e+06,2e+06,-1.1e+07,7e+06,0,8e+06,-2e+06,3e+06,-4e+06,-1.4e+07,-1e+07
-4678000,-540000,-3270000,-470000,-10000,-1120000,205000,-1080000,-4260000,-2160000,-1220000,-937000,-2110000,642000,90000,488000,-750000,-650000,1500000,-20000,8e+05,83000,380000,3290000,580000,60000,4607000,2460000,-126000,22000
-2240000,8e+06,-27800000,1e+05,-2350000,2e+05,-3150000,-13500000,-12400000,25500000,3300000,-8580000,4600000,-8e+05,370000,-750000,-4100000,-3580000,8800000,1430000,5400000,1340000,1.3e+07,2100000,-13200000,-1e+06,3990000,8600000,0,3260000
-84100,-773650,14510,-2140,193480,250000,1380,-9470,831800,-3000,-13130,-17400,-18370,440,-32060,-17200,7390,-21200,670,-197000,-209000,420,156670,-802800,-85900,17130,58100,-2850,-1950,-160
-2423000,-3600000,-1280000,-499000,16000,1030000,-1490000,-541000,-10000,60000,-132000,-528000,1550000,-107000,-56400,310000,4880000,-610000,579000,-363000,-640000,280000,7043000,-299000,-30000,70000,-12000,1590000,119000,76400
-1315300,479000,-312000,6439000,452500,-37000,33470,-3441000,-1579000,370000,-372000,-911000,-2400000,-209100,-433600,219300,-444000,-171000,-4800000,92000,416000,121500,831000,-244000,460000,-31000,711000,3840000,38100,288600
-8.5e+07,2.9e+07,-23300000,-23900000,5800000,-46200000,-1e+07,-34700000,-2.3e+07,3e+06,16700000,-35200000,7600000,5700000,-8e+05,1.7e+07,-21700000,-30600000,55700000,-10500000,-3600000,10200000,12400000,-3300000,1e+06,-3900000,25600000,63900000,1e+05,8700000
-101500000,44900000,-46100000,-31700000,1800000,-58800000,-9700000,-32100000,-24900000,3.5e+07,12400000,-33600000,-5600000,6500000,3300000,23100000,-40500000,-17300000,36100000,-10400000,-3400000,4600000,14500000,-5500000,-1.9e+07,1e+05,18600000,87600000,-1600000,3700000
-265930,5200,114300,-18200,69400,-73500,-39100,12000,-33800,178000,20600,-48600,84600,-45000,-31400,7830,89000,-154700,93400,33000,-38800,15700,-115100,61200,103000,30800,24900,-27000,-32330,18200
-1530000,1160000,5230000,-930000,-1390000,-3610000,-340000,-2300000,-120000,6380000,1630000,-3120000,8190000,2e+05,430000,670000,940000,-2730000,2180000,650000,-120000,360000,1570000,-810000,-2670000,-370000,2060000,4400000,190000,580000
-1820,-1060,-231490,0,-390,46110,7340,13700,1630,-690,630,-220,5120,-1640,-180,210,-290,-7260,830,-1480,-46720,-6450,-16500,23250,-4850,-420,-50,-4430,1710,350
13660000,-2439000,-426200,2350000,-2200000,92820000,-9100,5830000,37730000,-201000,-2031000,1134000,-10000,83400,-886000,-15320000,54000,52800,-4620000,290000,-94950000,-5800,-5430000,-42478200,2098000,8911000,-370000,-744000,-92200,152000
-185000,-60000,335000,204000,174000,317000,45000,112000,273000,103000,-60000,-274000,-32000,65000,82000,75000,-18000,-211000,-130000,167000,60000,-282000,-116000,25000,-218000,182000,142000,-93000,-207000,-173000
-21280000,-1660000,-3040000,-1050000,-80000,2540000,-2309000,2e+05,-6390000,2720000,-1480000,-4510000,7500000,13650000,6850000,-3680000,1970000,-1780000,1960000,70000,3320000,1589000,-9130000,-1590000,340000,-1600000,3430000,-7880000,-3e+06,-4170000
18200,-131700,-782900,2800,64300,1800,5590,-221700,-286900,-4600,9200,-7120,-51000,200,-2300,-32500,-26500,-13400,8500,-65200,-33100,26580,104700,61400,335400,25500,21820,-33700,15300,1860
-1580000,3200000,-2880000,3030000,3500000,2040000,-322000,-2580000,-1270000,2620000,-460000,-940000,-2530000,-460000,-1080000,1360000,-2270000,-190000,2370000,-1130000,-2810000,482000,110000,-30000,-4e+05,1170000,1310000,2030000,3810000,220000
350000,-870000,850000,-90000,867000,610000,530000,430000,-810000,480000,890000,480000,880000,-1223000,90000,-40000,770000,-480000,-774000,-370000,-410000,30000,-710000,-90000,190000,-1469000,370000,-680000,-164000,270000
3290,-1437000,521000,875000,8100,-40000,-104700,-47980,57000,2000,-584000,-13590,-4000,112000,12890,4290,-173700,-469000,-628000,-19400,231000,-7300,218280,-162300,506300,117000,23990,1900,-84000,287000
-640,0,-420,687,-463000,-448000,0,0,-2290,2960,0,11800,1900,0,0,-1750,2250,-1860,-687,38800000,0,0,0,0,-1310,0,-10090,-1900,1740,0
-7910,78550,-1870800,20510,-2100,-160,0,-49000,144030,3310,2330,-4650,0,-123430,-8730,40,-83000,-33540,-22000,-10300,-2430,0,1200,-146000,-550,-2330,0,8020,-1570,1580
-2213000,25700000,-5100000,-42500000,-2100000,26800000,3300000,-456000,232000,320000,-17200000,-1010000,-2870000,-4570000,141000,623000,-2.4e+07,-57200000,9e+06,4570000,-17800000,-14380000,1436000,11670000,1010000,16400000,2850000,3280000,1580000,244000
9.8e+07,29200000,-4.6e+07,-8800000,63300000,-46100000,-19300000,-44500000,-84600000,13600000,3100000,-18200000,-21300000,8700000,4600000,-2.4e+07,-44700000,22900000,53900000,-63900000,29200000,13500000,8e+05,-7100000,11600000,-10800000,2.5e+07,8300000,51200000,-5200000
-4554000,-550000,-3620000,-1190000,750000,-1230000,-221000,-1080000,-1250000,1470000,-1990000,-2673000,-7410000,-495000,-1365000,724000,-1400000,250000,2750000,-2150000,-80000,275000,2770000,-1210000,-2060000,7120000,1503000,8510000,736000,185000
110000,310000,-90000,90000,-120000,-30000,20000,-10000,-220000,50000,-10000,10000,-70000,-1e+05,30000,20000,-410000,-110000,-140000,150000,150000,-1e+05,-10000,70000,150000,-40000,-140000,260000,30000,-60000
-3460000,12560000,-2820000,-1440000,4080000,-4630000,17000,-4906000,-3950000,-2440000,-3e+05,-9495000,-14960000,165000,-5250000,8190000,-9740000,730000,3680000,-6603000,2410000,-161000,19856000,3250000,3040000,-510000,7595000,8460000,2300000,-1759000
-1890000,1810000,-3480000,-210000,810000,-1350000,-21000,-1840000,-2880000,1070000,540000,-1294000,-610000,667000,36000,170000,-1160000,-1530000,1650000,-870000,610000,799000,1310000,160000,-1030000,-820000,1544000,1990000,-482000,-271000
-215840,34200,-223400,-3400,-39690,-31500,200,-96800,55200,33000,49800,15500,-92300,-3300,-18100,47440,64800,-700,145500,51190,-34700,-1000,47300,-9000,-54000,-65300,-27650,20300,34000,6600
-2500,-79270,-355200,-490,6400,-22000,-7290,-28210,-1098500,-52000,-13000,-11490,-23050,-170,9000,-12010,4150,-9300,105840,13660,-41540,1510,28510,68500,206000,-114900,44990,20050,102540,4200
-9330,-13600,15000,11130,3640,-18500,18090,356500,802700,197400,1600,-35380,-156000,-997540,580,783630,-14700,-29640,-9420,-2570,-9950,419300,-346500,-783400,4000,-1470,15980,641000,160,-930
3853000,15910000,469000,-109000,-4140000,6910000,8160000,3440000,-9500000,27117000,11176000,3874000,11218000,8890000,6417000,-3073000,-15845000,2630000,6557000,490000,-7460000,-2690000,3980000,-2499000,-17800000,-10080000,10000,-10934000,-4330000,-4e+06
-93330,4400,-1417100,-16620,2850,13700,-1870,-11900,-236100,-108000,-120300,-62000,-96690,-5700,-13000,27030,-17300,-16790,218020,258800,-42290,18600,54900,33700,183000,5200,274400,40690,-8580,-11040
-8030000,4e+05,860000,-2039000,-292000,-2370000,251000,-4060000,-5580000,670000,-571000,-393000,890000,260000,-148000,-1e+06,520000,-3320000,649000,128000,-1440000,-10000,-905000,-9e+05,-2440000,811000,554000,-170000,-1081000,227000
-341000,-1073000,6690000,-786000,-1664400,-1470000,449400,-1045000,-970000,-1710000,-118000,-881000,259000,1e+05,-22000,1551000,1163000,-12822900,-51000,3144400,-106000,-437500,-37900,2530000,-960000,60800,940000,3816000,-1000,79000
-1950000,-870000,-3100000,-1400000,1110000,1050000,-240000,-780000,1110000,1150000,-390000,-1950000,-290000,425000,-1570000,690000,830000,380000,1200000,-860000,-1910000,10000,1260000,310000,-1870000,60000,710000,1350000,180000,-340000
-14780000,13300000,-2110000,-1060000,5040000,-5410000,-110000,-4890000,-13600000,8500000,970000,-4900000,-2400000,7690000,3290000,1150000,-1e+07,-3600000,9510000,-3080000,5010000,3800000,-360000,3400000,7700000,-3e+05,7960000,7100000,-4920000,60000
-102400000,3.5e+07,-168400000,-9500000,9700000,113400000,-20500000,-35100000,-29100000,4.6e+07,-4600000,-29800000,-7300000,3900000,-7e+05,10600000,-3e+07,-40100000,7.2e+07,-2e+06,5.3e+07,22800000,21200000,12800000,-1.5e+07,7e+06,15500000,35900000,-2800000,2900000
-1185000,-260000,-122000,-353700,-207000,-78000,-43600,-198000,-170000,530000,-128000,-48000,-485000,-88200,-615900,249000,199000,-152000,329700,311000,232000,-9280,422000,-2e+05,-689000,-65000,13000,520000,-5210,84900
296000,2203000,-1550000,-1480000,1140000,2570000,350000,2360000,1290000,680000,-420000,-1240000,-160000,-260000,640000,4341000,-2146000,-250000,4420000,3490000,1020000,880000,-2140000,3430000,-2425000,840000,3100000,4650000,2240000,4350000
-1710000,1690000,-17930000,264000,1016000,2740000,1287000,-7233000,790000,9500000,-1380000,-1274000,-997000,268000,102000,-970000,-420000,-2930000,3951000,-1027000,-2920000,-550000,3273000,-2620000,-6380000,1010000,2604000,5417000,-282000,194000
49000,-207000,-15000,-30900,305000,260000,2370,1409000,415000,18000,-114700,-147600,-41000,36600,470,142000,-345000,-48500,154900,-389700,-1200000,16110,-1596000,-859000,326000,54800,643600,483000,-31600,14720
-194000,-5144000,-2215000,-2285000,1120000,2887000,-188400,214000,4150000,1480000,1390000,-2448000,-3720000,19500,-910000,444000,302000,3935000,555000,-1979000,-870000,94400,6472000,-7870000,1030000,-2773200,335000,480000,-17900,390000
-1330000,1700000,1620000,970000,-160000,-640000,5e+05,-2310000,-5480000,-1640000,-720000,-1560000,1640000,1850000,210000,430000,520000,-1370000,3100000,-1550000,2330000,760000,-520000,-3e+05,7e+06,640000,1120000,590000,-1030000,1400000
-22330,-6300,-256340,-360,12490,34600,-190,-10820,-665000,71510,-3060,-1660,-20580,1210,9370,240,-26000,-2250,-510,-13220,-55650,-220,2230,-66100,508300,-1520,7530,-1160,6650,-9110
1e+05,10800000,11360000,1880000,14790000,-5500000,310000,-1960000,-1e+07,3040000,-660000,-420000,-4780000,-3050000,10000,-6400000,-18800000,-12480000,5020000,-20710000,-7880000,3770000,-190000,-8600000,-4120000,-1408000,7470000,6150000,3830000,-570000
